dqc_category,dqc_field,dqc_value,dqc_rule,record_count,frequency_pct,source_file,source_row_number,month,town,flat_type,flat_model,storey_range,floor_area_sqm,remaining_lease,remaining_lease_decade,price_per_sqm,resale_price
anomaly resale price,price_per_sqm,5211.11,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,22429,2013-02,WOODLANDS,4 ROOM,PREMIUM APARTMENT,07 TO 09,90.0,76 years 4 months,70-79 years,5211.11,469000.0
anomaly resale price,price_per_sqm,5211.11,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,22430,2013-02,WOODLANDS,4 ROOM,PREMIUM APARTMENT,16 TO 18,90.0,76 years 4 months,70-79 years,5211.11,469000.0
anomaly resale price,price_per_sqm,6617.71,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,22687,2013-03,BISHAN,4 ROOM,SIMPLIFIED,04 TO 06,84.0,59 years 4 months,50-59 years,6617.71,555888.0
anomaly resale price,price_per_sqm,8000.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,23355,2013-03,QUEENSTOWN,3 ROOM,IMPROVED,19 TO 21,65.0,46 years 4 months,40-49 years,8000.0,520000.0
anomaly resale price,price_per_sqm,6027.4,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,25120,2013-04,TAMPINES,3 ROOM,MODEL A,10 TO 12,73.0,56 years 4 months,50-59 years,6027.4,440000.0
anomaly resale price,price_per_sqm,3465.91,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,25402,2013-04,WOODLANDS,EXECUTIVE,APARTMENT,01 TO 03,176.0,67 years 4 months,60-69 years,3465.91,610000.0
anomaly resale price,price_per_sqm,5447.15,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,26010,2013-05,CHOA CHU KANG,5 ROOM,PREMIUM APARTMENT,07 TO 09,123.0,70 years 4 months,70-79 years,5447.15,670000.0
anomaly resale price,price_per_sqm,6343.75,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,26727,2013-05,SERANGOON,3 ROOM,SIMPLIFIED,04 TO 06,64.0,57 years 4 months,50-59 years,6343.75,406000.0
anomaly resale price,price_per_sqm,5330.58,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,26843,2013-05,TAMPINES,5 ROOM,IMPROVED,04 TO 06,121.0,61 years 4 months,60-69 years,5330.58,645000.0
anomaly resale price,price_per_sqm,5613.45,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,26845,2013-05,TAMPINES,5 ROOM,IMPROVED,01 TO 03,119.0,69 years 4 months,60-69 years,5613.45,668000.0
anomaly resale price,price_per_sqm,4952.94,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,26955,2013-05,WOODLANDS,4 ROOM,MODEL A2,10 TO 12,85.0,72 years 4 months,70-79 years,4952.94,421000.0
anomaly resale price,price_per_sqm,5200.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,27000,2013-05,WOODLANDS,4 ROOM,PREMIUM APARTMENT,10 TO 12,90.0,76 years 4 months,70-79 years,5200.0,468000.0
anomaly resale price,price_per_sqm,5222.22,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,27001,2013-05,WOODLANDS,4 ROOM,PREMIUM APARTMENT,07 TO 09,90.0,76 years 4 months,70-79 years,5222.22,470000.0
anomaly resale price,price_per_sqm,5198.02,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,28782,2013-07,BUKIT PANJANG,4 ROOM,MODEL A,19 TO 21,101.0,69 years 4 months,60-69 years,5198.02,525000.0
anomaly resale price,price_per_sqm,5754.55,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,28793,2013-07,BUKIT PANJANG,5 ROOM,IMPROVED,16 TO 18,110.0,73 years 4 months,70-79 years,5754.55,633000.0
anomaly resale price,price_per_sqm,5600.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,29007,2013-07,HOUGANG,4 ROOM,MODEL A,07 TO 09,100.0,69 years 4 months,60-69 years,5600.0,560000.0
anomaly resale price,price_per_sqm,4851.49,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,29129,2013-07,JURONG WEST,4 ROOM,MODEL A,04 TO 06,101.0,69 years 4 months,60-69 years,4851.49,490000.0
anomaly resale price,price_per_sqm,4587.3,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,29305,2013-07,PASIR RIS,5 ROOM,IMPROVED,10 TO 12,126.0,68 years 4 months,60-69 years,4587.3,578000.0
anomaly resale price,price_per_sqm,4774.19,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,29310,2013-07,PASIR RIS,5 ROOM,IMPROVED,13 TO 15,124.0,68 years 4 months,60-69 years,4774.19,592000.0
anomaly resale price,price_per_sqm,6555.56,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,29498,2013-07,SENGKANG,4 ROOM,PREMIUM APARTMENT,16 TO 18,90.0,78 years 4 months,70-79 years,6555.56,590000.0
anomaly resale price,price_per_sqm,5360.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,29524,2013-07,SENGKANG,EXECUTIVE,APARTMENT,04 TO 06,125.0,74 years 4 months,70-79 years,5360.0,670000.0
anomaly resale price,price_per_sqm,3059.7,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,29753,2013-07,WOODLANDS,5 ROOM,MODEL A,01 TO 03,134.0,67 years 4 months,60-69 years,3059.7,410000.0
anomaly resale price,price_per_sqm,4243.7,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,29822,2013-07,WOODLANDS,5 ROOM,IMPROVED,10 TO 12,119.0,69 years 4 months,60-69 years,4243.7,505000.0
anomaly resale price,price_per_sqm,5875.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,30212,2013-08,BUKIT MERAH,5 ROOM,IMPROVED,04 TO 06,120.0,74 years 4 months,70-79 years,5875.0,705000.0
anomaly resale price,price_per_sqm,6637.93,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,30220,2013-08,BUKIT MERAH,5 ROOM,IMPROVED,19 TO 21,116.0,78 years 4 months,70-79 years,6637.93,770000.0
anomaly resale price,price_per_sqm,5260.42,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,30857,2013-08,SENGKANG,4 ROOM,MODEL A,04 TO 06,96.0,82 years 4 months,80-89 years,5260.42,505000.0
anomaly resale price,price_per_sqm,9200.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,31547,2013-09,BUKIT MERAH,3 ROOM,STANDARD,01 TO 03,75.0,45 years 4 months,40-49 years,9200.0,690000.0
anomaly resale price,price_per_sqm,4333.33,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,31569,2013-09,BUKIT PANJANG,4 ROOM,PREMIUM APARTMENT,01 TO 03,90.0,74 years 4 months,70-79 years,4333.33,390000.0
anomaly resale price,price_per_sqm,5533.33,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,31577,2013-09,BUKIT PANJANG,4 ROOM,PREMIUM APARTMENT,16 TO 18,90.0,76 years 4 months,70-79 years,5533.33,498000.0
anomaly resale price,price_per_sqm,5892.47,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,31584,2013-09,BUKIT PANJANG,4 ROOM,PREMIUM APARTMENT,28 TO 30,93.0,77 years 4 months,70-79 years,5892.47,548000.0
anomaly resale price,price_per_sqm,4777.78,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,31613,2013-09,CHOA CHU KANG,4 ROOM,MODEL A,13 TO 15,90.0,75 years 4 months,70-79 years,4777.78,430000.0
anomaly resale price,price_per_sqm,4788.89,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,31616,2013-09,CHOA CHU KANG,4 ROOM,MODEL A,10 TO 12,90.0,74 years 4 months,70-79 years,4788.89,431000.0
anomaly resale price,price_per_sqm,4728.26,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,31732,2013-09,HOUGANG,4 ROOM,MODEL A2,07 TO 09,92.0,69 years 4 months,60-69 years,4728.26,435000.0
anomaly resale price,price_per_sqm,4313.73,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,31734,2013-09,HOUGANG,4 ROOM,MODEL A,01 TO 03,102.0,64 years 4 months,60-69 years,4313.73,440000.0
anomaly resale price,price_per_sqm,4653.47,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,31750,2013-09,HOUGANG,4 ROOM,MODEL A,07 TO 09,101.0,69 years 4 months,60-69 years,4653.47,470000.0
anomaly resale price,price_per_sqm,4166.67,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,31870,2013-09,JURONG WEST,5 ROOM,IMPROVED,04 TO 06,120.0,69 years 4 months,60-69 years,4166.67,500000.0
anomaly resale price,price_per_sqm,7041.86,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,32039,2013-09,QUEENSTOWN,3 ROOM,IMPROVED,16 TO 18,69.0,42 years 4 months,40-49 years,7041.86,485888.0
anomaly resale price,price_per_sqm,8000.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,32793,2013-10,BUKIT MERAH,3 ROOM,STANDARD,01 TO 03,75.0,46 years 4 months,40-49 years,8000.0,600000.0
anomaly resale price,price_per_sqm,6390.86,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,32990,2013-10,GEYLANG,3 ROOM,STANDARD,07 TO 09,56.0,41 years 4 months,40-49 years,6390.86,357888.0
anomaly resale price,price_per_sqm,4163.93,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,33196,2013-10,JURONG WEST,5 ROOM,IMPROVED,07 TO 09,122.0,69 years 4 months,60-69 years,4163.93,508000.0
anomaly resale price,price_per_sqm,7866.67,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,34139,2013-11,BUKIT MERAH,3 ROOM,STANDARD,01 TO 03,75.0,45 years 4 months,40-49 years,7866.67,590000.0
anomaly resale price,price_per_sqm,5800.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,34379,2013-11,HOUGANG,4 ROOM,MODEL A,10 TO 12,100.0,69 years 4 months,60-69 years,5800.0,580000.0
anomaly resale price,price_per_sqm,6666.67,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,34543,2013-11,KALLANG/WHAMPOA,3 ROOM,STANDARD,10 TO 12,60.0,41 years 4 months,40-49 years,6666.67,400000.0
anomaly resale price,price_per_sqm,5019.8,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,35342,2013-12,BUKIT PANJANG,4 ROOM,MODEL A,10 TO 12,101.0,69 years 4 months,60-69 years,5019.8,507000.0
anomaly resale price,price_per_sqm,4607.84,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,35599,2013-12,JURONG WEST,4 ROOM,MODEL A,10 TO 12,102.0,69 years 4 months,60-69 years,4607.84,470000.0
anomaly resale price,price_per_sqm,5066.67,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,35981,2013-12,WOODLANDS,4 ROOM,PREMIUM APARTMENT,10 TO 12,90.0,76 years 4 months,70-79 years,5066.67,456000.0
anomaly resale price,price_per_sqm,5000.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,35982,2013-12,WOODLANDS,4 ROOM,PREMIUM APARTMENT,07 TO 09,90.0,76 years 4 months,70-79 years,5000.0,450000.0
anomaly resale price,price_per_sqm,4447.85,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,36027,2013-12,WOODLANDS,EXECUTIVE,APARTMENT,01 TO 03,163.0,65 years 4 months,60-69 years,4447.85,725000.0
anomaly resale price,price_per_sqm,5493.98,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,36224,2014-01,BEDOK,4 ROOM,SIMPLIFIED,10 TO 12,83.0,57 years 4 months,50-59 years,5493.98,456000.0
anomaly resale price,price_per_sqm,5471.15,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,36537,2014-01,HOUGANG,4 ROOM,MODEL A,13 TO 15,104.0,64 years 4 months,60-69 years,5471.15,569000.0
anomaly resale price,price_per_sqm,5514.02,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,36539,2014-01,HOUGANG,4 ROOM,MODEL A,16 TO 18,107.0,64 years 4 months,60-69 years,5514.02,590000.0
anomaly resale price,price_per_sqm,4653.47,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,36640,2014-01,JURONG WEST,4 ROOM,MODEL A,07 TO 09,101.0,69 years 4 months,60-69 years,4653.47,470000.0
anomaly resale price,price_per_sqm,4318.18,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,37105,2014-01,WOODLANDS,5 ROOM,PREMIUM APARTMENT,13 TO 15,110.0,76 years 4 months,70-79 years,4318.18,475000.0
anomaly resale price,price_per_sqm,4217.74,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,37111,2014-01,WOODLANDS,5 ROOM,PREMIUM APARTMENT,10 TO 12,124.0,72 years 4 months,70-79 years,4217.74,523000.0
anomaly resale price,price_per_sqm,4573.17,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,37536,2014-02,HOUGANG,3 ROOM,NEW GENERATION,04 TO 06,82.0,57 years 4 months,50-59 years,4573.17,375000.0
anomaly resale price,price_per_sqm,5769.23,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,37573,2014-02,HOUGANG,4 ROOM,MODEL A,10 TO 12,104.0,64 years 4 months,60-69 years,5769.23,600000.0
anomaly resale price,price_per_sqm,5800.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,37886,2014-02,SENGKANG,5 ROOM,PREMIUM APARTMENT,10 TO 12,110.0,78 years 4 months,70-79 years,5800.0,638000.0
anomaly resale price,price_per_sqm,4198.35,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,38901,2014-03,JURONG WEST,5 ROOM,IMPROVED,10 TO 12,121.0,69 years 4 months,60-69 years,4198.35,508000.0
anomaly resale price,price_per_sqm,6583.33,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,38935,2014-03,KALLANG/WHAMPOA,3 ROOM,IMPROVED,04 TO 06,60.0,54 years 4 months,50-59 years,6583.33,395000.0
anomaly resale price,price_per_sqm,9076.09,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,38959,2014-03,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,92.0,44 years 4 months,40-49 years,9076.09,835000.0
anomaly resale price,price_per_sqm,6043.96,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,39182,2014-03,SENGKANG,4 ROOM,PREMIUM APARTMENT,13 TO 15,91.0,78 years 4 months,70-79 years,6043.96,550000.0
anomaly resale price,price_per_sqm,5518.87,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,40233,2014-04,HOUGANG,4 ROOM,MODEL A,13 TO 15,106.0,64 years 4 months,60-69 years,5518.87,585000.0
anomaly resale price,price_per_sqm,6141.3,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,40728,2014-04,SENGKANG,4 ROOM,PREMIUM APARTMENT,16 TO 18,92.0,79 years 4 months,70-79 years,6141.3,565000.0
anomaly resale price,price_per_sqm,4203.88,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,41701,2014-05,HOUGANG,4 ROOM,MODEL A,07 TO 09,103.0,58 years 4 months,50-59 years,4203.88,433000.0
anomaly resale price,price_per_sqm,5000.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,41714,2014-05,HOUGANG,4 ROOM,MODEL A,13 TO 15,104.0,56 years 4 months,50-59 years,5000.0,520000.0
anomaly resale price,price_per_sqm,7142.86,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,41938,2014-05,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,126.0,44 years 4 months,40-49 years,7142.86,900000.0
anomaly resale price,price_per_sqm,6043.96,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,42175,2014-05,SENGKANG,4 ROOM,PREMIUM APARTMENT,10 TO 12,91.0,78 years 4 months,70-79 years,6043.96,550000.0
anomaly resale price,price_per_sqm,6030.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,42866,2014-06,BUKIT MERAH,4 ROOM,MODEL A,07 TO 09,100.0,72 years 4 months,70-79 years,6030.0,603000.0
anomaly resale price,price_per_sqm,4704.76,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,42983,2014-06,CHOA CHU KANG,4 ROOM,MODEL A,07 TO 09,105.0,65 years 4 months,60-69 years,4704.76,494000.0
anomaly resale price,price_per_sqm,5789.47,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,43249,2014-06,JURONG WEST,4 ROOM,MODEL A,10 TO 12,95.0,72 years 4 months,70-79 years,5789.47,550000.0
anomaly resale price,price_per_sqm,9076.92,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,43295,2014-06,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,78.0,44 years 4 months,40-49 years,9076.92,708000.0
anomaly resale price,price_per_sqm,8579.55,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,43297,2014-06,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,88.0,44 years 4 months,40-49 years,8579.55,755000.0
anomaly resale price,price_per_sqm,8252.43,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,44551,2014-07,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,103.0,44 years 4 months,40-49 years,8252.43,850000.0
anomaly resale price,price_per_sqm,4157.3,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,45762,2014-08,JURONG WEST,4 ROOM,SIMPLIFIED,07 TO 09,89.0,57 years 4 months,50-59 years,4157.3,370000.0
anomaly resale price,price_per_sqm,5543.2,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,45963,2014-08,PUNGGOL,4 ROOM,PREMIUM APARTMENT,07 TO 09,90.0,79 years 4 months,70-79 years,5543.2,498888.0
anomaly resale price,price_per_sqm,5598.36,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,46251,2014-08,TAMPINES,5 ROOM,IMPROVED,07 TO 09,122.0,69 years 4 months,60-69 years,5598.36,683000.0
anomaly resale price,price_per_sqm,6528.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,46807,2014-09,BUKIT MERAH,4 ROOM,MODEL A,16 TO 18,100.0,72 years 4 months,70-79 years,6528.0,652800.0
anomaly resale price,price_per_sqm,4330.1,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,47196,2014-09,JURONG WEST,4 ROOM,MODEL A,19 TO 21,103.0,69 years 4 months,60-69 years,4330.1,446000.0
anomaly resale price,price_per_sqm,4186.99,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,47333,2014-09,PASIR RIS,5 ROOM,IMPROVED,10 TO 12,123.0,64 years 4 months,60-69 years,4186.99,515000.0
anomaly resale price,price_per_sqm,8100.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,48806,2014-10,KALLANG/WHAMPOA,3 ROOM,TERRACE,01 TO 03,100.0,44 years 4 months,40-49 years,8100.0,810000.0
anomaly resale price,price_per_sqm,5833.33,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,49269,2014-10,TAMPINES,5 ROOM,IMPROVED,07 TO 09,117.0,68 years 4 months,60-69 years,5833.33,682500.0
anomaly resale price,price_per_sqm,5000.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,49745,2014-11,BUKIT BATOK,3 ROOM,NEW GENERATION,10 TO 12,67.0,57 years 4 months,50-59 years,5000.0,335000.0
anomaly resale price,price_per_sqm,4762.38,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,49866,2014-11,BUKIT PANJANG,4 ROOM,MODEL A,04 TO 06,101.0,69 years 4 months,60-69 years,4762.38,481000.0
anomaly resale price,price_per_sqm,5593.22,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,49975,2014-11,GEYLANG,3 ROOM,IMPROVED,10 TO 12,59.0,49 years 4 months,40-49 years,5593.22,330000.0
anomaly resale price,price_per_sqm,4900.0,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,51279,2014-12,CHOA CHU KANG,4 ROOM,PREMIUM APARTMENT,16 TO 18,100.0,70 years 4 months,70-79 years,4900.0,490000.0
anomaly resale price,price_per_sqm,6160.71,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,51361,2014-12,GEYLANG,3 ROOM,STANDARD,10 TO 12,56.0,41 years 4 months,40-49 years,6160.71,345000.0
anomaly resale price,price_per_sqm,4840.43,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,51371,2014-12,GEYLANG,4 ROOM,NEW GENERATION,16 TO 18,94.0,57 years 4 months,50-59 years,4840.43,455000.0
anomaly resale price,price_per_sqm,4598.21,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,51652,2014-12,PASIR RIS,4 ROOM,MODEL A,13 TO 15,112.0,67 years 4 months,60-69 years,4598.21,515000.0
anomaly resale price,price_per_sqm,4615.38,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,51654,2014-12,PASIR RIS,4 ROOM,MODEL A,10 TO 12,104.0,68 years 4 months,60-69 years,4615.38,480000.0
anomaly resale price,price_per_sqm,4130.84,3x IQR outlier on price_per_sqm within month + town + flat_type + remaining_lease_decade,,,d_2d5ff9ea31397b66239f245f57751537.csv,52042,2014-12,WOODLANDS,4 ROOM,MODEL A,04 TO 06,107.0,68 years 4 months,60-69 years,4130.84,442000.0
